address,beds,baths,type,price,SqFt,listing#
238 Simcoe St 2707 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10429646
21 Hillcrest Ave 205 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10405888
330 Richmond St W 916 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9311404
403 Church St 1609 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9295521
100 Harrison Garden Blvd 821 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9396808
165 Legion Rd N 2221 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,W9415743
15 Holmes Ave 909 Toronto,1,1,Condo Apt Apartment,2500,0-499,C10414494
555 Wilson Ave W Ave E109 Toronto,1+1,1,Condo Apt 2-Storey,2500,1200-1399,C9309989
51 Lower Simcoe St 1719 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9304024
15 Mercer St 304 Toronto,1+1,2,Condo Apt Apartment,2500,500-599,C9415934
8 Hillsdale Ave E 739 Toronto,1,1,Comm Element Condo Apartment,2500,500-599,C9512049
863 St. Clair Ave W 313 Toronto,1,1,Condo Apt Apartment,2500,700-799,C10430315
75 The Donway W 606 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10441602
15 Singer Crt Ph07 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10426005
17 Anndale Dr 1002 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9362455
275 Village Green Sq 1224 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,E10405790
859 The Queensway 605 Toronto,1,1,Condo Apt Apartment,2500,500-599,W10412118
181 Sheppard Ave E 212 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10411603
308 Palmerston Ave 415 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10349881
26 Norton Ave 1511 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9372446
70 Temperance St 1007 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9350352
61 Town Centre Crt 201 Toronto,1+1,1,Condo Apt Apartment,2500,700-799,E10414432
425 Front St E 813 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10428289
1 The Esplanade Ave 1601 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10415848
18 Holmes Ave 2001 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10440589
18 Lee Centre Dr 2007 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,E10418646
55 Charles St E 1308 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9392961
38 Lee Centre Dr 716 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,E8390586
15 Northtown Way 1316 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10428008
863 St. Clair Ave W 203 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10427364
59 Annie Craig Dr 614 Toronto,1,1,Condo Apt Apartment,2500,600-699,W10409010
863 St. Clair Ave W 302 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10427366
80 Queens Wharf Rd 1912 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10403067
85 Wood St 3911 Toronto,1+1,1,Condo Townhouse Apartment,2500,600-699,C10425748
77 Shuter St 223 Toronto,1+1,2,Condo Apt 2-Storey,2500,600-699,C9510536
205 Sherway Gardens Rd 1707 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,W10845405
33 Harbour Sq 3025 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10408073
75 East Liberty St 1904 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10427826
509 Beecroft Rd 1707 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10428515
19 Barberry Pl 106 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9461759
135 Lower Sherbourne St 1939 W Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10432192
365 Church St 3003 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10407711
887 Bay St 507 Toronto,1+1,1,Condo Apt Apartment,2500,700-799,C10417263
20 Shore Breeze Dr 2305 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,W9376285
33 Mill St 705 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9507456
386 Yonge St 512 Toronto,1,2,Condo Apt Loft,2500,700-799,C10929152
101 Peter St 1912 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10425602
125 Redpath Ave 804 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10418126
352 Front St W 603 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10415455
1910 Lake Shore Blvd W 1102 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,W9385147
38 Joe Shuster Way 2002 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C9388124
50 Brian Harrison Way 1401 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,E9390324
2756 Old Leslie St 1101 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9370791
201 Carlaw Ave N 617 Toronto,1,1,Condo Apt Apartment,2500,600-699,E9377726
80 Marine Parade Dr 1507 Toronto,1,1,Condo Apt Apartment,2500,500-599,W9005502
21 Iceboat Terr 1603 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10416505
170 Avenue Rd 703 Toronto,1,1,Condo Apt Apartment,2500,0-499,C10406813
50 Ordnance St 3209 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10418493
20 SHORE BREEZE Dr 404 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,W9019889
327 King St W 1707 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10410612
7 Grenville St 3409 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C9497862
1100 Sheppard Ave W 1503 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,W10874734
190 Borough Dr 3101 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,E10411588
327 King St W 4002 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10417282
19 Grand Trunk Cres PH 01 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10323242
16 Yonge St 1308 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9300512
11 St Joseph St 811 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9387562
59 East Liberty St 210 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10440619
388 Richmond St W 406 Toronto,1,1,Condo Apt Apartment,2500,700-799,C10418106
25 Richmond St E 2604 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10433569
1 Scott St 605 Toronto,1,1,Condo Apt Apartment,2500,0-499,C9770321
863 St. Clair Ave W 402 Toronto,1,1,Condo Apt Apartment,2500,700-799,C10433981
330 Richmond St W 519 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C10410964
225 Village Green Sq 1404 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,E9365792
55 Charles St E 1610 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10707803
135 Village Green Sq 418 Toronto,1+1,2,Condo Apt Apartment,2500,700-799,E10411922
170 Bayview Ave 2010 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9272570
832 Bay St 2909 Toronto,1,1,Condo Apt Apartment,2500,0-499,C10427937
20 Richardson St 1704 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9506046
106 Dovercourt Rd W 409 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10705033
75 Canterbury Pl 1703 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10431789
115 Richmond St E 605 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10414718
50 Power St 417 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,C10419031
1060 Sheppard Ave W 514 Toronto,1+1,1,Condo Apt Apartment,2500,700-799,W9752019
77 Shuter St 207 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10428160
18 Lee Centre Dr 2005 Toronto,1,1,Condo Apt Apartment,2500,700-799,E9378640
197 Yonge St 5403 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10405134
8 The Esplanade Ave 1407 Toronto,1,1,Condo Apt Apartment,2500,500-599,C9418522
125 Peter St 3012 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10416093
22 Wellesley St E 1402 Toronto,1,1,Condo Apt Apartment,2500,500-599,C10427323
39 Jarvis St 601 Toronto,1,1,Condo Apt Apartment,2500,600-699,C10405343
576 Front St W 1618E Toronto,1,1,Condo Apt Apartment,2500,500-599,C9508908
20 Edward St 2504 Toronto,1+1,1,Condo Apt Apartment,2500,0-499,C9769433
30 Meadowglen Pl E 519 Toronto,1+1,2,Condo Apt Apartment,2500,600-699,E10433703
575 Bloor St E 3104 Toronto,1+1,1,Condo Apt Apartment,2500,600-699,C9418021
125 Peter St 2407 Toronto,1+1,1,Condo Apt Apartment,2500,500-599,C10422555
386 Yonge St 1603 Toronto,1+1,2,Condo Apt Apartment,2900,700-799,C9387229
65 St. Mary St 1808 Toronto,1+1,1,Comm Element Condo Apartment,2900,600-699,C10402893
1830 Bloor St W 402 Toronto,1+1,2,Condo Apt Apartment,2900,600-699,W10874911
5 St Joseph St 611 Toronto,1,1,Condo Apt Apartment,2900,600-699,C10430194
455 Front St E S508 Toronto,1+1,2,Condo Apt Apartment,2900,600-699,C10441451
383 Sorauren Ave 315 Toronto,1,1,Condo Apt Apartment,2900,500-599,W10440720
38 Grenville St 3102 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C10419837
21 Hillcrest Ave 903 Toronto,1+1,1,Condo Apt Apartment,2900,700-799,C10418094
501 Yonge St 3807 Toronto,1,1,Condo Apt 2-Storey,2900,500-599,C10408700
5168 Yonge St 111 Toronto,1+1,1,Condo Apt Apartment,2900,700-799,C10405395
1169 Queen St W 514 Toronto,1+1,1,Condo Apt Apartment,2900,700-799,C10428125
19 Bathurst St 2003 Toronto,1+1,1,Condo Apt Multi-Level,2900,600-699,C9307209
17 Anndale Dr Ph203 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C10431630
5460 Yonge St 706 Toronto,1+1,2,Condo Apt Apartment,2900,1000-1199,C9378731
21 Carlton St 3201 Toronto,1+1,2,Condo Apt Apartment,2900,600-699,C10419332
115 mcmahon Dr 3110 Toronto,1,2,Comm Element Condo Apartment,2900,800-899,C10418704
88 Blue Jays Way 2503 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C10430721
75 St Nicholas St 2408 Toronto,1,1,Condo Apt Apartment,2900,500-599,C9353138
50 Lombard St 1605 Toronto,1,1,Comm Element Condo Apartment,2900,700-799,C9308382
763 Bay St 3004 Toronto,1+1,2,Condo Apt Apartment,2900,700-799,C10430415
181 Sheppard Ave E 229 Toronto,1+1,2,Condo Apt Apartment,2900,600-699,C10411685
9 Bogert Ave 1509 Toronto,1+1,2,Condo Apt Apartment,2900,600-699,C9294470
600 Fleet St 1310 Toronto,1,1,Condo Apt Apartment,2900,500-599,C9703081
9 Spadina N 511 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C8171958
27 Bathurst St 816W Toronto,1+1,2,Condo Apt Apartment,2900,600-699,C9390749
7 Grenville St 5408 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C9256310
21 Widmer St 2301 Toronto,1+1,2,Condo Apt Apartment,2900,600-699,C9389349
50 Camden St 605 Toronto,1,1,Condo Apt Apartment,2900,600-699,C10432970
88 Harbour St 3402 Toronto,1,1,Condo Apt Apartment,2900,0-499,C9271689
35 Mariner Terr 4507 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C10425930
12 York St 4903 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C9364606
210 Victoria St 4305 Toronto,1,1,Condo Apt Apartment,2900,600-699,C9392013
21 Scollard St 104 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C10411641
1 Palace Pier Crt 2404 Toronto,1,1,Condo Apt Apartment,2900,700-799,W10441586
357 King St W 4002 Toronto,1,1,Condo Apt Apartment,2900,500-599,C9416079
18 Hollywood Ave Ph106 Toronto,1+1,1,Condo Apt Apartment,2900,900-999,C9374492
28 Freeland St 5306 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C10423729
170 Avenue Rd N 308 Toronto,1,1,Condo Apt Apartment,2900,500-599,C10421116
609 Avenue Rd 1508 Toronto,1+1,2,Condo Apt Apartment,2900,600-699,C10428772
637 Lake Shore Blvd 820 Toronto,1,1,Condo Apt 2-Storey,2900,600-699,C9398266
1121 Bay St 202 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C9509635
1926 Lake Shore Blvd W 3308 Toronto,1+1,2,Comm Element Condo Apartment,2900,700-799,W10874961
100 Harbour St 4509 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C10204414
633 Bay St 2011 Toronto,1,2,Condo Apt Apartment,2900,800-899,C10412527
21 Grand Magazine St 811 Toronto,1+1,1,Condo Apt Apartment,2900,700-799,C10893796
33 University Ave 1901 Toronto,1+1,2,Condo Apt Apartment,2900,900-999,C9770271
73 Richmond St W 409 Toronto,1,1,Condo Apt Apartment,2900,500-599,C9506610
887 Bay St 310 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C10432343
2269 Lake Shore Blvd W 1207 Toronto,1+1,2,Condo Apt Apartment,2900,900-999,W9512430
7 Carlton St 1108 Toronto,1+1,1,Condo Apt Apartment,2900,700-799,C9297032
2240 Lake Shore Blvd 1208 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,W9370344
50 John St 815 Toronto,1+1,1,Condo Apt Apartment,2900,800-899,C10425921
181 Sheppard Ave Ave E 226 Toronto,1+1,2,Condo Apt Apartment,2900,600-699,C10416758
78 Carr St 19 Toronto,1,1,Condo Townhouse Stacked Townhse,2900,500-599,C9514222
80 John St 1311 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C10429401
763 Bay St 903 Toronto,1+1,2,Condo Apt Apartment,2900,700-799,C10441589
55 mercer St 3709 Toronto,1+1,2,Condo Apt Apartment,2900,600-699,C9231102
19 Western Battery Rd 3003 Toronto,1+1,2,Condo Apt Apartment,2900,600-699,C9377074
35 Mariner Terr 5308 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C9420090
386 Yonge St 1221 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C9392374
33 Harbour Sq 3206 Toronto,1,1,Condo Apt Apartment,2900,700-799,C9355268
65 St Mary St 1906 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C10416580
375 King St W 411 Toronto,1,1,Condo Apt Apartment,2900,500-599,C9377885
11 Bogert Ave 1205 Toronto,1+1,2,Condo Apt Apartment,2900,600-699,C9398863
21 Widmer St 3501 Toronto,1+1,2,Condo Apt Apartment,2900,600-699,C10845468
8 Cumberland St 4205 Toronto,1+1,1,Condo Apt Apartment,2900,500-599,C9382518
75 East Liberty St 1109 Toronto,1+1,1,Comm Element Condo Apartment,2900,600-699,C10410853
19 Grand Trunk Cres 2315 Toronto,1+1,1,Condo Apt Apartment,2900,700-799,C9512959
100 Harbour St 6705 Toronto,1+1,1,Condo Apt Apartment,2900,600-699,C10404962
8 York St 3503 Toronto,1+1,2,Condo Apt Apartment,2900,700-799,C9768873
377 Madison Ave 209 Toronto,1+1,1,Condo Townhouse Apartment,2900,600-699,C9375878
2269 Lake Shore Blvd W 310 Toronto,1,2,Condo Apt Apartment,2895,700-799,W9400059
16 Bonnycastle St 3204 Toronto,1+1,1,Condo Apt Apartment,2895,600-699,C10423560
29 Queens Quay E 421 Toronto,1+1,2,Condo Apt Apartment,2895,700-799,C9768936
55 Mercer St 5101 Toronto,1+1,1,Condo Apt Apartment,2895,500-599,C9380803
20 Inn On The Park Dr 638 Toronto,1+1,2,Condo Apt Apartment,2890,700-799,C9507141
10 Graphophone Grve 1004 Toronto,1+1,1,Condo Apt Apartment,2888,600-699,W9283355
11 Brunel Crt 3608 Toronto,1+1,1,Condo Apt Apartment,2880,600-699,C10409783
81 Navy Wharf Crt E 3501 Toronto,1,1,Condo Apt Apartment,2875,600-699,C9363788
488 UNIVERSITY Ave W 2412 Toronto,1+1,1,Comm Element Condo Apartment,2870,600-699,C9418913
59 Annie Craig Dr 2601 Toronto,1+1,1,Condo Apt Apartment,2850,600-699,W10402998
295 Adelaide St W 2205 Toronto,1+1,1,Condo Apt Multi-Level,2850,600-699,C9399152
19 Bathurst St 3103 Toronto,1+1,1,Condo Apt Apartment,2850,600-699,C10412148
7 Carlton St 516 Toronto,1,1,Condo Apt Apartment,2850,700-799,C9400397
32 Forest Manor Rd 1509 Toronto,1+1,2,Condo Apt Apartment,2850,600-699,C9511457
33 Bay St 302 Toronto,1+1,1,Condo Apt Apartment,2850,600-699,C9350083
8 Eglinton Ave E 2712 Toronto,1+1,2,Condo Apt Apartment,2850,600-699,C10422834
138 Downes St E 5202 Toronto,1+1,2,Condo Apt Apartment,2850,700-799,C10477044
35 Mariner Terr 2601 Toronto,1+1,1,Condo Apt Apartment,2850,600-699,C10406160
50 Western Battery Rd 925 Toronto,1+1,2,Condo Apt 2-Storey,2850,800-899,C10432538
117 Gerrard St 503 Toronto,1+1,1,Condo Apt Apartment,2850,700-799,C10463705
710 Spadina Ave 107 Toronto,1+1,1,Condo Apt Apartment,2850,700-799,C10414619
543 Richmond St W 607 Toronto,1+1,2,Condo Apt Apartment,2850,800-899,C10432020
300 Bloor St E 806 Toronto,1+1,2,Condo Apt Apartment,2850,700-799,C9038486
85 East Liberty St 1008 Toronto,1+1,2,Condo Apt Apartment,2850,700-799,C10426365
28 Freeland St 5006 Toronto,1+1,1,Comm Element Condo Apartment,2850,600-699,C10416095
75 St Nicholas St 1408 Toronto,1,1,Condo Apt Apartment,2850,500-599,C9419206
99 The Donway W 107 Toronto,1+1,2,Condo Apt Apartment,2850,600-699,C10421230
30 Harrison Garden Blvd 701 Toronto,1,1,Condo Apt Apartment,2850,500-599,C9394910
5 St Joseph St 1402 Toronto,1+1,2,Condo Apt Apartment,2850,700-799,C9505841
1 Aberfoyle Cres 807 Toronto,1,1,Condo Apt Apartment,2850,700-799,W10890934
35 Mariner Terr 3902 Toronto,1+1,1,Condo Apt Multi-Level,2850,600-699,C10048574
390 Cherry St 2601 Toronto,1+1,1,Condo Apt Apartment,2850,600-699,C9514708
80 Esther Lorrie Dr W 304 Toronto,1+1,1,Comm Element Condo Apartment,2850,600-699,W10418630
1030 King St W LPH07 Toronto,1,1,Condo Apt Apartment,2850,500-599,C9387579
120 Bayview Ave N418 Toronto,1+1,2,Condo Apt Apartment,2850,700-799,C9513326
16 Yonge St 3206 Toronto,1+1,2,Condo Apt Apartment,2850,700-799,C9507143
208 Queens Quay W 302 Toronto,1+2,2,Condo Apt Apartment,2850,700-799,C9416717
9 Bogert Ave 1501 Toronto,1+1,2,Condo Apt Apartment,2850,600-699,C10404951
3 Navy Wharf Crt 2003 Toronto,1+1,1,Condo Apt Apartment,2850,700-799,C10893891
158 Front St 2209 Toronto,1+1,1,Condo Apt Apartment,2850,600-699,C10429170
7 Grenville St 508 Toronto,1+1,2,Condo Apt 2-Storey,2850,900-999,C9385501
650 Queens Quay W 1210 Toronto,1+1,2,Condo Apt Apartment,2850,700-799,C9417243
21 Clairtrell Rd 408 Toronto,1+1,2,Condo Apt Apartment,2850,600-699,C10428888
2525 Bathurst St 1201 Toronto,1,1,Condo Apt Apartment,2845,700-799,C9510656
397 Front St W 1612 Toronto,1+1,1,Condo Apt Apartment,2825,700-799,C10885109
40 Scollard St 1205 Toronto,1,1,Condo Apt Apartment,2800,600-699,C9310223
195 McCaul St 504 Toronto,1+1,1,Condo Apt Apartment,2800,500-599,C9367383
7 Bishop Ave Ph2406 Toronto,1,2,Condo Apt Apartment,2800,900-999,C10422557
65 Harbour Sq 1907 Toronto,1+1,1,Condo Apt Apartment,2800,600-699,C10425795
99 Harbour Sq 1306 Toronto,1,1,Condo Apt Apartment,2800,800-899,C10441352
33 Charles St E 2908 Toronto,1,1,Condo Apt Apartment,2800,600-699,C9370878
185 Roehampton Ave 2512 Toronto,1+1,1,Condo Apt Apartment,2800,500-599,C9418738
1638 Bloor St W 1006 Toronto,1+1,1,Condo Apt Apartment,2800,700-799,W10422621
45 Charles St E 3909 Toronto,1+1,2,Condo Apt Apartment,2800,700-799,C9512855
30 Roehampton Ave Th4 Toronto,1+1,2,Condo Apt Apartment,2800,800-899,C10440556
88 Blue Jays Way 1804 Toronto,1+1,1,Condo Apt Apartment,2800,600-699,C9417956
15 Beverley St 505 Toronto,1+1,1,Condo Apt Apartment,2800,600-699,C10410420
15 Viking Lane N 2405 Toronto,1+1,1,Comm Element Condo Apartment,2800,600-699,W9348075
381 Front St W SPH01 Toronto,1+1,1,Condo Apt Apartment,2800,600-699,C10431631
5 St Joseph St 1111 Toronto,1+1,1,Condo Apt Apartment,2800,600-699,C9513382
21 Nelson St Lph 17 Toronto,1,2,Condo Apt 2-Storey,2800,600-699,C10412746
7 Golden Lion Hts 2506 Toronto,1+1,2,Condo Apt Apartment,2800,600-699,C9357087
505 Richmond St W 620 Toronto,1,1,Condo Apt Apartment,2800,600-699,C10440495
12 Bonnycastle St 813 Toronto,1+1,2,Condo Apt Apartment,2800,600-699,C9513640
1171 Queen St W 1508 Toronto,1,1,Condo Apt Apartment,2800,600-699,C9419929
75 Queens Wharf Rd 4003 Toronto,1+1,1,Condo Apt Apartment,2800,600-699,C10426857
8 The Esplanade 5503 Toronto,1+1,1,Condo Apt Apartment,2800,600-699,C10874705
231 Fort York Blvd 1812 Toronto,1+1,1,Condo Apt Apartment,2800,600-699,C10432992
55 Mercer St N 3009 Toronto,1+1,2,Condo Apt Apartment,2800,600-699,C9513718
70 Temperance St 2407 Toronto,1+1,1,Comm Element Condo Apartment,2800,600-699,C9234809
88 Harbour St E 7307 Toronto,1+1,1,Condo Apt Apartment,2800,500-599,C10441597
17 Barberry Pl 2015 Toronto,1+1,2,Condo Apt Apartment,2800,700-799,C10415067
75 East Liberty St 814 Toronto,1,1,Condo Apt Apartment,2800,600-699,C9394803
9 Bogert Ave 1609 Toronto,1+1,2,Condo Apt Apartment,2800,600-699,C10413236
27 Rean Dr 705 Toronto,1+1,2,Condo Apt Apartment,2800,800-899,C9383481
17 Michael Power Pl 710 Toronto,1+1,2,Condo Apt 2-Storey,2800,800-899,W10425615
2 Anndale Dr 3006 Toronto,1,1,Condo Apt Apartment,2800,500-599,C10403102
295 Adelaide St W 901 Toronto,1,1,Condo Apt Apartment,2800,500-599,C9506914
633 Bay St 2408 Toronto,1+1,2,Condo Apt Apartment,2800,800-899,C9361570
2885 Bayview Ave 422 Toronto,1+1,1,Condo Apt Apartment,2800,600-699,C10275916
50 Dunfield Ave 2917 Toronto,1+1,2,Condo Apt Apartment,2800,600-699,C10432049
81 Navy Wharf Crt 2102 Toronto,1+1,1,Condo Apt Apartment,2800,600-699,C9377083
88 Harbour St 4107 Toronto,1+1,1,Condo Apt Apartment,2800,600-699,C10429901
319 Jarvis St PH 16 Toronto,1+1,2,Condo Apt Apartment,2800,500-599,C9371539
19 Western Battery Rd 2603 Toronto,1+1,2,Condo Apt Apartment,2800,600-699,C9385744
117 Gerrard St E 208 Toronto,1+1,1,Condo Apt Apartment,2800,700-799,C9758130
17 Anndale Dr 1017 Toronto,1+1,1,Condo Apt Apartment,2800,700-799,C9367722
399 Spring Garden Ave 611 Toronto,1+1,1,Condo Apt Apartment,2800,600-699,C10412902
115 McMahon Dr 2901 Toronto,1+1,1,Condo Apt Apartment,2800,600-699,C9384987
15 Holmes Ave 2310 Toronto,1,1,Condo Apt Apartment,2800,0-499,C10874784
455 Front St 516 Toronto,1,1,Condo Apt Apartment,2800,500-599,C10428150
9 Bogert Ave 2609 Toronto,1+1,2,Condo Apt Apartment,2800,600-699,C10431130
135 Lower Sherbourne St 1857 W Toronto,1+1,2,Condo Apt Apartment,2800,500-599,C9378915
12 YORK St 703 Toronto,1+1,1,Condo Apt Apartment,2800,600-699,C9366167
70 Forest Manor Rd 403 Toronto,1+1,1,Condo Apt Apartment,2800,700-799,C10414717
10 Navy Wharf Crt 4102 Toronto,1+1,1,Condo Apt Apartment,2800,600-699,C9768738
181 Sheppard Ave E 332 Toronto,1+1,2,Condo Apt Apartment,2800,600-699,C10411694
570 Bay St 2111 Toronto,1+1,1,Condo Apt Apartment,2800,700-799,C9310880
99 Harbour Sq 3801 Toronto,1,1,Condo Apt Apartment,2800,600-699,C9398219
250 LAWRENCE Ave W Toronto,1+1,1,Condo Apt Apartment,2800,500-599,C10440749
250 Queens Quay W 1803 Toronto,1,1,Condo Apt Apartment,2800,800-899,C9391140
20 BRIN Dr 508 Toronto,1+1,2,Condo Apt Apartment,2800,600-699,W9400512
1001 Roselawn Ave 324 Toronto,1+1,1,Condo Apt Loft,2800,700-799,W10405879
50 Ordnance St 323 Toronto,1,1,Condo Apt Apartment,2800,600-699,C10417819
32 Camden St 410 Toronto,1+1,1,Condo Apt Apartment,2800,700-799,C9868885
388 Yonge St 7405 A Toronto,1,1,Condo Apt Apartment,2800,0-499,C9509340
75 Queens Wharf Rd 3303 Toronto,1+1,1,Condo Apt Apartment,2800,600-699,C10410023
50 Charles St E 901 Toronto,1+1,1,Condo Apt Apartment,2800,500-599,C10413547
470 Front St W 2311 Toronto,1+1,1,Condo Apt Apartment,2800,600-699,C10326575
386 Yonge St 509 Toronto,1,1,Condo Apt Multi-Level,2800,500-599,C10406798
55 Bremner Blvd 1104 Toronto,1,1,Condo Apt Apartment,2800,600-699,C9417481
19 Western Battery Rd 3317 Toronto,1+1,1,Condo Apt Apartment,2800,500-599,C10411935
