address,beds,baths,type,price,sqft,listing#,sqft_min,sqft_max,sqft_avg,Type,Style
251 Jarvis St 1029 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10421514,500,599,549.5,Condo Apartment,Apartment
55 Cooper St 7102 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9367670,600,699,649.5,Condo Apartment,Apartment
50 Charles St E 1209 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9345566,500,599,549.5,Condo Apartment,Apartment
403 Church St 1809 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9770291,600,699,649.5,Condo Apartment,Apartment
327 King St W 3703 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9384360,500,599,549.5,Condo Apartment,Apartment
15 Viking Lane 901 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,W10874846,600,699,649.5,Condo Apartment,Apartment
55 cooper St 4002 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10429872,600,699,649.5,Condo Apartment,Apartment
609 Avenue Rd 1408 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C10392988,600,699,649.5,Condo Apartment,Apartment
327 King St W 4503 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9378753,500,599,549.5,Condo Apartment,Apartment
14 York St 5004 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9373989,600,699,649.5,Condo Apartment,Apartment
223 St Clair Ave W 710 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10874826,600,699,649.5,Condo Apartment,Apartment
25 Town Centre Crt 2203 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,E10408866,600,699,649.5,Condo Apartment,Apartment
585 Bloor St E 327 Toronto,1,1,Condo Apt Apartment,2600,700-799,C9397904,700,799,749.5,Condo Apartment,Apartment
125 Redpath Ave 2605 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C10408982,600,699,649.5,Condo Apartment,Apartment
125 Redpath Ave 2106 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C9506985,600,699,649.5,Condo Apartment,Apartment
85 Mcmahon Dr 2115 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10425898,500,599,549.5,Condo Apartment,Apartment
25 Richmond St E 2806 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9767862,600,699,649.5,Condo Apartment,Apartment
50 Charles St E 1101 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10875126,500,599,549.5,Condo Apartment,Apartment
5 Valhalla Inn Rd 1201 Toronto,1+1,1,Condo Apt Apartment,2600,700-799,W10415366,700,799,749.5,Condo Apartment,Apartment
1100 Sheppard Ave W 1531 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,W10416846,600,699,649.5,Condo Apartment,Apartment
30 Harrison Garden Blvd 2109 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9306148,600,699,649.5,Condo Apartment,Apartment
293 The Kingsway 418 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,W10428538,600,699,649.5,Condo Apartment,Apartment
77 Shuter St 715 Toronto,1,2,Condo Apt Loft,2600,600-699,C10440535,600,699,649.5,Condo Apartment,Loft
1808 St Clair Ave W 1002 Toronto,1,1,Condo Apt Apartment,2600,700-799,W9512797,700,799,749.5,Condo Apartment,Apartment
2885 Bayview Ave 822 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C10429742,600,699,649.5,Condo Apartment,Apartment
15 Grenville St 511 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C9364676,500,599,549.5,Condo Apartment,Apartment
115 Mcmahon Dr 2502 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10422430,500,599,549.5,Condo Apartment,Apartment
5162 Yonge St 2508 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9399294,500,599,549.5,Condo Apartment,Apartment
135 East Liberty St 2006 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10418578,600,699,649.5,Condo Apartment,Apartment
50 BRUYERES Mews 902 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9294494,500,599,549.5,Condo Apartment,Apartment
50 Ordnance St 2903 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9386225,500,599,549.5,Condo Apartment,Apartment
503 Beecroft Rd 103 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9394872,600,699,649.5,Condo Apartment,Apartment
120 Lombard St 307 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10405572,500,599,549.5,Condo Apartment,Apartment
95 Bathurst St 621 Toronto,1,1,Condo Apt Apartment,2600,700-799,C10442539,700,799,749.5,Condo Apartment,Apartment
397 Front St W 316 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C9282910,500,599,549.5,Condo Apartment,Apartment
25 Richmond St E 2406 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9361131,600,699,649.5,Condo Apartment,Apartment
25 Adra Grado Way 257 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C9256806,500,599,549.5,Condo Apartment,Apartment
18 Kenaston Gdns 306 Toronto,1+1,2,Condo Apt Apartment,2600,700-799,C10417761,700,799,749.5,Condo Apartment,Apartment
18 Harbour St 3307 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10414854,600,699,649.5,Condo Apartment,Apartment
20 Minowan Miikan Lane 913 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10433123,500,599,549.5,Condo Apartment,Apartment
218 Queens Quay W 507 Toronto,1,1,Condo Apt Apartment,2600,600-699,C9410283,600,699,649.5,Condo Apartment,Apartment
318 Richmond St W 907 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10410519,600,699,649.5,Condo Apartment,Apartment
30 Ordnance St 508 Toronto,1,1,Condo Apt Apartment,2600,600-699,C10409171,600,699,649.5,Condo Apartment,Apartment
30 Shore Breeze Dr 3818 Toronto,1+1,1,Condo Apt Apartment,2600,0-499,W10414720,0,499,249.5,Condo Apartment,Apartment
10 Queens Quay W 603 Toronto,1,1,Condo Apt Apartment,2600,700-799,C10427740,700,799,749.5,Condo Apartment,Apartment
70 Temperance St 2207 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10428848,500,599,549.5,Condo Apartment,Apartment
211 Randolph Rd 409 Toronto,1,1,Condo Apt Apartment,2600,800-899,C9509674,800,899,849.5,Condo Apartment,Apartment
31 Tippett Rd 332 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C10428737,600,699,649.5,Condo Apartment,Apartment
20 Edward St 2121 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10415070,500,599,549.5,Condo Apartment,Apartment
36 Park Lawn Rd 3301 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,W9361997,600,699,649.5,Condo Apartment,Apartment
10 De Boers Dr 615 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,W9369941,600,699,649.5,Condo Apartment,Apartment
60 Shuter St 907 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C9050931,600,699,649.5,Condo Apartment,Apartment
111 Elizabeth St 926 Toronto,1,1,Condo Apt Apartment,2600,600-699,C9304465,600,699,649.5,Condo Apartment,Apartment
80 Charles St E 505 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10409364,500,599,549.5,Condo Apartment,Apartment
19 Bathurst St 4209 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C9359250,500,599,549.5,Condo Apartment,Apartment
38 Forest Manor Rd 1001 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10419268,500,599,549.5,Condo Apartment,Apartment
35 Empress Ave 1601 Toronto,1,1,Condo Apt Apartment,2600,700-799,C10422435,700,799,749.5,Condo Apartment,Apartment
2200 Lake Shore Blvd W 608 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,W10440618,500,599,549.5,Condo Apartment,Apartment
195 McCaul St 208 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9393542,500,599,549.5,Condo Apartment,Apartment
297 College St 505 Toronto,1+1,1,Comm Element Condo Apartment,2600,700-799,C9365938,700,799,749.5,Common Element Condo,Apartment
5168 Yonge St 3208 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10875046,500,599,549.5,Condo Apartment,Apartment
110 Marine Parade Dr 310 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,W9461782,600,699,649.5,Condo Apartment,Apartment
19 Barberry Pl 518 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C10430618,600,699,649.5,Condo Apartment,Apartment
410 Queens Quay 1210 Toronto,1,1,Condo Apt Apartment,2600,600-699,C10442571,600,699,649.5,Condo Apartment,Apartment
195 McCaul St 414 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C9368316,500,599,549.5,Condo Apartment,Apartment
70 Annie Craig Dr 5001 Toronto,1,1,Condo Apt Apartment,2600,500-599,W9385360,500,599,549.5,Condo Apartment,Apartment
60 Ann O'Reilly Rd 1868 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C10406929,600,699,649.5,Condo Apartment,Apartment
25 Viking Lane 658 Toronto,1+1,1,Comm Element Condo Apartment,2600,600-699,W10421462,600,699,649.5,Common Element Condo,Apartment
19 Bathurst St 1210 Toronto,1+1,1,Comm Element Condo Apartment,2600,500-599,C9304490,500,599,549.5,Common Element Condo,Apartment
90 Stadium Rd Th109 Toronto,1+1,1,Condo Townhouse 2-Storey,2600,600-699,C9769320,600,699,649.5,Condo Townhouse,2-Storey
135 East Liberty St 1107 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10414242,600,699,649.5,Condo Apartment,Apartment
80 Marine Parade Dr 2706 Toronto,1,1,Condo Apt Apartment,2600,600-699,W10440673,600,699,649.5,Condo Apartment,Apartment
275 Yorkland Rd 1806 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10420783,600,699,649.5,Condo Apartment,Apartment
112 George St 823 Toronto,1,1,Condo Apt Apartment,2600,700-799,C10426972,700,799,749.5,Condo Apartment,Apartment
251 Manitoba St 1119 Toronto,1,1,Condo Apt Apartment,2600,600-699,W9397691,600,699,649.5,Condo Apartment,Apartment
100 Harbour St 6201 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9396813,500,599,549.5,Condo Apartment,Apartment
11 Wellesley St W 3906 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10884925,500,599,549.5,Condo Apartment,Apartment
1055 Bay (Furnished & Prkng) St 913 Toronto,1+1,1,Condo Apt Apartment,2600,0-499,C9510681,0,499,249.5,Condo Apartment,Apartment
85 Queens Wharf Rd 307 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10410255,500,599,549.5,Condo Apartment,Apartment
15 Singer Crt 915 Toronto,1+1,2,Condo Apt Apartment,2600,700-799,C9389754,700,799,749.5,Condo Apartment,Apartment
238 BONIS Ave 721 Toronto,1+0,1,Condo Apt Other,2600,700-799,E10429153,700,799,749.5,Condo Apartment,Other
2 Rean Dr 1210 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C10255594,600,699,649.5,Condo Apartment,Apartment
218 Queens Quay W 403 Toronto,1+1,2,Condo Apt Apartment,2600,700-799,C10429287,700,799,749.5,Condo Apartment,Apartment
197 Yonge St 4705 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10430221,600,699,649.5,Condo Apartment,Apartment
130 River St 1710 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10406679,600,699,649.5,Condo Apartment,Apartment
286 Main St 1206 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,E9380051,600,699,649.5,Condo Apartment,Apartment
1630 Queen St E 202 Toronto,1,1,Condo Apt Apartment,2600,500-599,E9506440,500,599,549.5,Condo Apartment,Apartment
1100 Sheppard Ave W 511 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,W9347681,600,699,649.5,Condo Apartment,Apartment
121 Lower Sherbourne St 956 SW Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C10442544,600,699,649.5,Condo Apartment,Apartment
170 Sumach St 1901 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10441578,600,699,649.5,Condo Apartment,Apartment
18 GRAYDON HALL Dr 1101 Toronto,1,1,Condo Apt Apartment,2600,600-699,C10744161,600,699,649.5,Condo Apartment,Apartment
50 Thomas Riley Rd 1303 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,W10429338,600,699,649.5,Condo Apartment,Apartment
2230 Lake Shore Blvd W 2705 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,W10423913,600,699,649.5,Condo Apartment,Apartment
21 Scollard St 103 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10420934,600,699,649.5,Condo Apartment,Apartment
5162 Yonge St 2008 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10433990,500,599,549.5,Condo Apartment,Apartment
25 Neighbourhood Lane 202 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,W10420229,500,599,549.5,Condo Apartment,Apartment
460 Adelaide St E 521 Toronto,1+1,1,Condo Apt Multi-Level,2600,600-699,C9419382,600,699,649.5,Condo Apartment,Multi-Level
30 Shore Breeze Dr 3412 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,W9386554,600,699,649.5,Condo Apartment,Apartment
1928 Lakeshore Blvd 3801 Toronto,1+1,2,Condo Apt Apartment,2600,700-799,W10707770,700,799,749.5,Condo Apartment,Apartment
188 Cumberland St 903 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10477056,500,599,549.5,Condo Apartment,Apartment
208 Queens Quay W 314 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9306369,600,699,649.5,Condo Apartment,Apartment
295 Adelaide St W 2006 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C9386584,600,699,649.5,Condo Apartment,Apartment
50 Ordnance Dr 1703 Toronto,1,1,Condo Apt Apartment,2600,0-499,C9778878,0,499,249.5,Condo Apartment,Apartment
400 Wellington St W 302 Toronto,1,1,Condo Apt Apartment,2600,600-699,C9416902,600,699,649.5,Condo Apartment,Apartment
25 Grenville St 1804 Toronto,1+1,1,Condo Apt Apartment,2600,800-899,C9357160,800,899,849.5,Condo Apartment,Apartment
15 Lower Jarvis St 3306 Toronto,1+1,2,Condo Apt Apartment,2600,500-599,C10425298,500,599,549.5,Condo Apartment,Apartment
155 Beecroft Rd 2609 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9378918,500,599,549.5,Condo Apartment,Apartment
10 Park Lawn Rd 710 Toronto,1,1,Condo Apt Apartment,2600,600-699,W9388231,600,699,649.5,Condo Apartment,Apartment
5168 Yonge St 1510 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10301823,500,599,549.5,Condo Apartment,Apartment
150 East Liberty St 1713 Toronto,1,1,Condo Apt Apartment,2600,600-699,C9396953,600,699,649.5,Condo Apartment,Apartment
161 Roehampton Ave 304 Toronto,1+1,1,Condo Apt Apartment,2600,500-599,C10417418,500,599,549.5,Condo Apartment,Apartment
330 Richmond St W 1106 Toronto,1+1,1,Condo Apt Apartment,2600,700-799,C10428673,700,799,749.5,Condo Apartment,Apartment
575 Bloor St E 3310 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C9377898,600,699,649.5,Condo Apartment,Apartment
5508 Yonge St 2001 Toronto,1+1,1,Condo Apt Apartment,2600,700-799,C10410576,700,799,749.5,Condo Apartment,Apartment
7 Grenville St 3310 Toronto,1,1,Condo Apt Apartment,2600,500-599,C9378115,500,599,549.5,Condo Apartment,Apartment
10 Bloorview Pl 617 Toronto,1,1,Condo Apt Apartment,2600,500-599,C10274121,500,599,549.5,Condo Apartment,Apartment
68 Canterbury Pl 207 Toronto,1+1,2,Condo Apt Apartment,2600,600-699,C10403135,600,699,649.5,Condo Apartment,Apartment
219 Fort York Blvd 3304 Toronto,1,1,Condo Apt Apartment,2600,600-699,C10428208,600,699,649.5,Condo Apartment,Apartment
121 Mcmahon Dr 512 Toronto,1+1,1,Condo Apt Apartment,2600,600-699,C10417112,600,699,649.5,Condo Apartment,Apartment
2220 Lakeshore Blvd 3206 Toronto,1+1,1,Condo Apt Apartment,2599,600-699,W10426773,600,699,649.5,Condo Apartment,Apartment
36 Lisgar St E 1015E Toronto,1+1,2,Condo Apt Apartment,2599,700-799,C10430270,700,799,749.5,Condo Apartment,Apartment
50 Bruyeres Mews PH 11 Toronto,1,1,Condo Apt Apartment,2599,500-599,C9362606,500,599,549.5,Condo Apartment,Apartment
5 Sheppard Ave E 2918 Toronto,1,1,Condo Apt Apartment,2599,500-599,C10409754,500,599,549.5,Condo Apartment,Apartment
99 The Donway W 306 Toronto,1+1,2,Comm Element Condo Apartment,2599,600-699,C10418488,600,699,649.5,Common Element Condo,Apartment
2737 Keele St 829 Toronto,1,1,Condo Apt 2-Storey,2599,600-699,W10400107,600,699,649.5,Condo Apartment,2-Storey
5162 Yonge St 1911 Toronto,1,1,Condo Apt Apartment,2599,500-599,C10410445,500,599,549.5,Condo Apartment,Apartment
16 Bonnycastle St 4204 Toronto,1+1,1,Condo Apt Apartment,2599,600-699,C9418263,600,699,649.5,Condo Apartment,Apartment
10 Eva Rd 1503 Toronto,1+1,1,Condo Apt Apartment,2599,600-699,W9361646,600,699,649.5,Condo Apartment,Apartment
1 Falaise Rd 614 Toronto,1+1,2,Condo Apt Apartment,2599,700-799,E10707767,700,799,749.5,Condo Apartment,Apartment
75 Portland St 421 Toronto,1,1,Condo Apt Apartment,2599,0-499,C10413093,0,499,249.5,Condo Apartment,Apartment
381 Front St W 1905 Toronto,1+1,1,Condo Apt Apartment,2599,600-699,C9385137,600,699,649.5,Condo Apartment,Apartment
7 Grenville St 5709 Toronto,1+1,1,Condo Apt Apartment,2599,500-599,C10409687,500,599,549.5,Condo Apartment,Apartment
195 Merton St 508 Toronto,1+1,1,Condo Apt Apartment,2599,600-699,C10237176,600,699,649.5,Condo Apartment,Apartment
56 Forest Manor Dr 701 Toronto,1+1,2,Condo Apt Apartment,2595,700-799,C10412615,700,799,749.5,Condo Apartment,Apartment
2 Clarendon Ave 120 Toronto,1,1,Condo Apt Apartment,2595,0-499,C9368624,0,499,249.5,Condo Apartment,Apartment
231 Fort York Blvd 402 Toronto,1+1,1,Condo Apt Apartment,2595,600-699,C10415839,600,699,649.5,Condo Apartment,Apartment
11 Brunel Crt 3103 Toronto,1+1,1,Condo Apt Apartment,2595,600-699,C10428007,600,699,649.5,Condo Apartment,Apartment
100 Dalhousie St 2911 Toronto,1+1,1,Condo Apt Apartment,2595,500-599,C9812283,500,599,549.5,Condo Apartment,Apartment
25 Adra Grado Way 1833 Toronto,1,1,Condo Apt Bachelor/Studio,2595,600-699,C9311231,600,699,649.5,Condo Apartment,Bachelor/Studio
45 Charles St E 5306 Toronto,1,1,Condo Apt Apartment,2595,500-599,C9373181,500,599,549.5,Condo Apartment,Apartment
20 Richardson St 1411 Toronto,1+1,1,Condo Apt Apartment,2595,600-699,C10441191,600,699,649.5,Condo Apartment,Apartment
377 Ridelle Ave 1118 Toronto,1+1,1,Condo Apt Apartment,2594,700-799,W9357762,700,799,749.5,Condo Apartment,Apartment
33 Charles St E 1507 Toronto,1,1,Condo Apt Apartment,2592,600-699,C10426269,600,699,649.5,Condo Apartment,Apartment
2627 Mccowan Rd Uph08 Toronto,1+1,2,Condo Apt Apartment,2590,700-799,E9308054,700,799,749.5,Condo Apartment,Apartment
15 Holmes Ave 1412 Toronto,1+1,2,Condo Apt Apartment,2590,700-799,C9391219,700,799,749.5,Condo Apartment,Apartment
28 Olive Ave PH10 Toronto,1,1,Condo Apt Apartment,2590,500-599,C9392518,500,599,549.5,Condo Apartment,Apartment
210 Simcoe St 814 Toronto,1+1,1,Condo Apt Apartment,2590,700-799,C10412530,700,799,749.5,Condo Apartment,Apartment
11 Wellesley St W 4407 Toronto,1+1,1,Condo Apt Apartment,2590,500-599,C10421828,500,599,549.5,Condo Apartment,Apartment
55 Charles St E 3207 Toronto,1+1,1,Condo Apt Apartment,2588,600-699,C9311777,600,699,649.5,Condo Apartment,Apartment
225 Sackville St 2101 Toronto,1,1,Condo Apt Apartment,2580,600-699,C10430283,600,699,649.5,Condo Apartment,Apartment
138 Princess St 311 Toronto,1+1,1,Condo Apt Apartment,2580,600-699,C9398248,600,699,649.5,Condo Apartment,Apartment
15 Lower Jarvis St W 3407 Toronto,1,1,Condo Apt Multi-Level,2580,500-599,C9383605,500,599,549.5,Condo Apartment,Multi-Level
8 Eglinton Ave E 5212 Toronto,1+1,2,Condo Apt Apartment,2580,600-699,C10441230,600,699,649.5,Condo Apartment,Apartment
170 Fort York Blvd 212 Toronto,1+1,1,Condo Apt Apartment,2580,500-599,C9038279,500,599,549.5,Condo Apartment,Apartment
209 Fort York Blvd 555 Toronto,1+1,1,Condo Apt Apartment,2580,600-699,C9383753,600,699,649.5,Condo Apartment,Apartment
2885 Bayview Ave 301 Toronto,1+1,1,Condo Apt Multi-Level,2580,600-699,C10411649,600,699,649.5,Condo Apartment,Multi-Level
181 MILL St E1106 Toronto,1,1,Condo Apt Apartment,2576,500-599,C10418471,500,599,549.5,Condo Apartment,Apartment
318 King St E 204 Toronto,1+1,1,Condo Apt Apartment,2575,700-799,C9364340,700,799,749.5,Condo Apartment,Apartment
3 Market St 524 Toronto,1+1,1,Condo Apt Apartment,2575,600-699,C9369582,600,699,649.5,Condo Apartment,Apartment
100 Western Battery Rd 813 Toronto,1,1,Condo Apt Apartment,2575,0-499,C10430739,0,499,249.5,Condo Apartment,Apartment
55 Bremner Blvd 4005 Toronto,1+1,1,Condo Apt Apartment,2575,600-699,C10403039,600,699,649.5,Condo Apartment,Apartment
100 MILL St 412 Toronto,1,1,Condo Apt Apartment,2575,500-599,C10426097,500,599,549.5,Condo Apartment,Apartment
20 Blue Jays Way N 820 Toronto,1+1,1,Condo Apt Apartment,2575,700-799,C10379120,700,799,749.5,Condo Apartment,Apartment
1926 LAKE SHORE Blvd W 3016 Toronto,1+1,1,Condo Townhouse Apartment,2575,500-599,W10406722,500,599,549.5,Condo Townhouse,Apartment
223 St Clair Ave W 808 Toronto,1,1,Condo Apt Apartment,2575,500-599,C9507076,500,599,549.5,Condo Apartment,Apartment
20 Samuel Wood Way 1605 Toronto,1,1,Condo Apt Apartment,2565,500-599,W9376830,500,599,549.5,Condo Apartment,Apartment
2525 Bathurst St 703 Toronto,1,1,Condo Apt Apartment,2560,600-699,C9396045,600,699,649.5,Condo Apartment,Apartment
135 East Liberty St 812 Toronto,1,1,Condo Apt Apartment,2550,500-599,C10426538,500,599,549.5,Condo Apartment,Apartment
375 King St W 2906 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C10217761,600,699,649.5,Condo Apartment,Apartment
208 Queens Quay W 2205 Toronto,1,1,Condo Apt Apartment,2550,600-699,C9343313,600,699,649.5,Condo Apartment,Apartment
7 Grenville St 4006 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C10051852,600,699,649.5,Condo Apartment,Apartment
8 Hillsdale Ave E 1716 Toronto,1+1,1,Condo Apt Apartment,2550,500-599,C10412710,500,599,549.5,Condo Apartment,Apartment
138 Downes St 1001 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C10418931,600,699,649.5,Condo Apartment,Apartment
28 Freeland St 2906 Toronto,1+1,1,Condo Apt Apartment,2550,600-699,C10421291,600,699,649.5,Condo Apartment,Apartment
95 McMahon Dr 910 Toronto,1,1,Condo Apt Apartment,2550,500-599,C10406622,500,599,549.5,Condo Apartment,Apartment
80 Queens Wharf Rd 508 Toronto,1+1,1,Condo Apt Apartment,2550,500-599,C10415568,500,599,549.5,Condo Apartment,Apartment
8 Olympic Garden Dr S602 Toronto,1+1,2,Condo Apt Apartment,2550,600-699,C9386677,600,699,649.5,Condo Apartment,Apartment
