address,beds,baths,type,price,sqft,listing#,sqft_min,sqft_max,sqft_avg,Type,Style,Lat,Lon
195 MCCAUL St 516 Toronto,1+1,1,Condo Apt Apartment,2250,500-599,C10408552,500,599,549.5,Condo Apartment,Apartment,43.65607,-79.3920585
100 Dalhousie St 4705 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9270123,0,499,249.5,Condo Apartment,Apartment,43.656796,-79.3767423
60 Shuter St 3009 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9509004,0,499,249.5,Condo Apartment,Apartment,43.6551341,-79.3762169
650 King St W 402 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9354188,0,499,249.5,Condo Apartment,Apartment,43.6496646,-79.3759644
50 Lombard St 1404 Toronto,1,1,Condo Apt Apartment,2250,500-599,C9415890,500,599,549.5,Condo Apartment,Apartment,43.6520522,-79.3740577
82 Dalhousie St 3615 Toronto,1,1,Condo Apt Apartment,2250,0-499,C9356723,0,499,249.5,Condo Apartment,Apartment,43.6534002,-79.3752099
775 King St W 208 Toronto,1,1,Condo Apt Apartment,2250,500-599,C9296149,500,599,549.5,Condo Apartment,Apartment,43.6431278,-79.4055057
1420 Dupont St 508 Toronto,1+1,2,Condo Apt Apartment,2250,600-699,W9571890,600,699,649.5,Condo Apartment,Apartment,43.6664451,-79.4484921
377 Ridelle Ave 1716 Toronto,1,1,Condo Apt Apartment,2254,700-799,W9245266,700,799,749.5,Condo Apartment,Apartment,43.703861,-79.4400995
2035 Sheppard Ave E 104 Toronto,1,1,Condo Apt Apartment,2260,500-599,C10421936,500,599,549.5,Condo Apartment,Apartment,43.7753112,-79.3353394
2525 Bathurst St 905 Toronto,1,1,Condo Apt Apartment,2265,0-499,C9387348,0,499,249.5,Condo Apartment,Apartment,43.7060111,-79.4261084
50 Ordnance St 604 Toronto,1,1,Condo Apt Apartment,2270,500-599,C9377298,500,599,549.5,Condo Apartment,Apartment,43.639732,-79.4096397
871 Sheppard Ave W 22 Toronto,1,1,Condo Apt 2-Storey,2275,600-699,C9415999,600,699,649.5,Condo Apartment,2-Storey,43.744918,-79.486199
2 Rean Dr 1114 Toronto,1,1,Condo Apt Apartment,2275,500-599,C10227804,500,599,549.5,Condo Apartment,Apartment,43.7658562,-79.3836993
500 Queens Quay W 309E Toronto,1,1,Condo Apt Apartment,2275,600-699,C10429816,600,699,649.5,Condo Apartment,Apartment,43.63791,-79.3911025
55 Ontario St 1306 Toronto,1,1,Condo Apt Apartment,2275,0-499,C9395999,0,499,249.5,Condo Apartment,Apartment,43.653071,-79.3662295
1888 Queen St E 305 Toronto,1,1,Condo Apt Apartment,2275,600-699,E9397948,600,699,649.5,Condo Apartment,Apartment,43.6689553,-79.3054394
181 Dundas St E 5115 Toronto,1+1,1,Condo Apt Apartment,2275,500-599,C10441455,500,599,549.5,Condo Apartment,Apartment,43.6570484,-79.3739306
181 Dundas St E 3707 Toronto,1,1,Condo Apt Apartment,2275,0-499,C9391946,0,499,249.5,Condo Apartment,Apartment,43.6570484,-79.3739306
475 Queen St W 201 Toronto,1,1,Condo Apt Apartment,2275,700-799,C10418077,700,799,749.5,Condo Apartment,Apartment,43.6483224,-79.3976752
4978 Yonge St 306 Toronto,1,1,Condo Apt Apartment,2275,500-599,C10433393,500,599,549.5,Condo Apartment,Apartment,43.6499676,-79.3760872
55 Mercer St 2308 Toronto,1,1,Condo Apt Apartment,2275,0-499,C9390326,0,499,249.5,Condo Apartment,Apartment,43.6459046,-79.3896041
812 Lansdowne Ave 711 Toronto,1,1,Condo Apt Apartment,2275,500-599,W10427699,500,599,549.5,Condo Apartment,Apartment,43.6652415,-79.4460508
197 Yonge St 2004 Toronto,1,1,Condo Apt Apartment,2275,500-599,C10409201,500,599,549.5,Condo Apartment,Apartment,43.6534405,-79.3792052
1420 Dupont St 815 Toronto,1+1,1,Comm Element Condo Apartment,2275,600-699,W9396028,600,699,649.5,Common Element Condo,Apartment,43.6664451,-79.4484921
161 Roehampton Ave 2005 Toronto,1,1,Condo Apt Apartment,2275,500-599,C10432834,500,599,549.5,Condo Apartment,Apartment,43.7088207,-79.3940449
7 King St E 1107 Toronto,1,1,Condo Apt Apartment,2275,700-799,C10428820,700,799,749.5,Condo Apartment,Apartment,43.649135,-79.377026
395 Bloor St E 4006 Toronto,1,1,Condo Apt Apartment,2280,500-599,C10441844,500,599,549.5,Condo Apartment,Apartment,43.6720526,-79.3776575
2031 Kennedy Rd 1126 Toronto,1+1,1,Condo Apt Apartment,2280,500-599,E9461777,500,599,549.5,Condo Apartment,Apartment,43.7717499,-79.2829632
275 Yorkland Rd 2412 Toronto,1,1,Condo Apt Apartment,2280,500-599,C10417074,500,599,549.5,Condo Apartment,Apartment,43.7748192,-79.3369898
28 Widmer St 3921 Toronto,1,1,Condo Apt Apartment,2280,500-599,C9360003,500,599,549.5,Condo Apartment,Apartment,43.647437,-79.3916347
127 Broadway Ave N 213 Toronto,1,1,Condo Apt Apartment,2280,0-499,C10430490,0,499,249.5,Condo Apartment,Apartment,43.7092585,-79.3966387
181 Village Green Sq 1812 Toronto,1+1,1,Condo Apt Apartment,2280,600-699,E9394407,600,699,649.5,Condo Apartment,Apartment,43.7792326,-79.2815864
36 Lisgar St 2201E Toronto,1,1,Condo Apt Apartment,2290,0-499,C10405293,0,499,249.5,Condo Apartment,Apartment,43.6418865,-79.4230726
69 Lynn Williams St 1410 Toronto,1,1,Condo Apt Apartment,2290,0-499,C10429152,0,499,249.5,Condo Apartment,Apartment,43.638726,-79.4155286
1815 Yonge St 1907 Toronto,1,1,Condo Apt Apartment,2290,500-599,C9395302,500,599,549.5,Condo Apartment,Apartment,43.6959555,-79.3957179
20 Thomas Riley Rd 1903 Toronto,1+1,1,Condo Apt Apartment,2290,500-599,W9769987,500,599,549.5,Condo Apartment,Apartment,43.6341336,-79.5408312
2221 Yonge St 2104 Toronto,1,1,Condo Apt Apartment,2290,500-599,C10404830,500,599,549.5,Condo Apartment,Apartment,43.7063745,-79.3981504
215 Queen St W 1302 Toronto,1+1,1,Condo Apt Apartment,2290,0-499,C10427722,0,499,249.5,Condo Apartment,Apartment,43.6503428,-79.3878063
33 Singer Crt 1006 Toronto,1,1,Condo Apt Apartment,2290,0-499,C10405228,0,499,249.5,Condo Apartment,Apartment,43.7695026,-79.3708357
15 Lower Jarvis St 2001 Toronto,1,1,Condo Apt Apartment,2290,0-499,C10422675,0,499,249.5,Condo Apartment,Apartment,43.6450099,-79.3694682
470 Front St W 1010 Toronto,1,1,Condo Apt Apartment,2295,500-599,C10405840,500,599,549.5,Condo Apartment,Apartment,43.6416255,-79.3980274
2525 Bathurst St 203 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9512428,500,599,549.5,Condo Apartment,Apartment,43.7060111,-79.4261084
2525 Bathurst St 506 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9510657,500,599,549.5,Condo Apartment,Apartment,43.7060111,-79.4261084
28 Ted Rogers Way 1508 Toronto,1+1,1,Condo Apt Apartment,2295,600-699,C10424180,600,699,649.5,Condo Apartment,Apartment,43.6706267,-79.3805671
2525 Bathurst St 307 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9512503,500,599,549.5,Condo Apartment,Apartment,43.7060111,-79.4261084
2525 Bathurst St 305 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9512492,500,599,549.5,Condo Apartment,Apartment,-33.4245619,149.6052878
55 Isabella St 708 Toronto,1,1,Condo Apt Apartment,2295,600-699,C9374828,600,699,649.5,Condo Apartment,Apartment,43.6678006,-79.383118
1603 Eglinton Ave W 406 Toronto,1+1,1,Condo Apt Apartment,2295,700-799,C9396191,700,799,749.5,Condo Apartment,Apartment,43.6968107,-79.4432112
490 Eglinton St E 506 Toronto,1,1,Condo Apt Apartment,2295,600-699,C9513015,600,699,649.5,Condo Apartment,Apartment,43.7078749,-79.3924203
170 Fort York Blvd 906 Toronto,1,1,Condo Apt Apartment,2295,500-599,C10707830,500,599,549.5,Condo Apartment,Apartment,43.6394334,-79.3997276
6200 Bathurst St 212 Toronto,1,1,Condo Apt Apartment,2295,600-699,C9513042,600,699,649.5,Condo Apartment,Apartment,43.7908851,-79.4466887
490 Eglinton St E 404 Toronto,1,1,Condo Apt Apartment,2295,600-699,C9388386,600,699,649.5,Condo Apartment,Apartment,43.7078749,-79.3924203
2525 Bathurst St 608 Toronto,1,1,Condo Apt Apartment,2295,500-599,C8459512,500,599,549.5,Condo Apartment,Apartment,43.7060111,-79.4261084
10 York St 1412 Toronto,1,1,Condo Apt Apartment,2295,500-599,C10427716,500,599,549.5,Condo Apartment,Apartment,43.6412138,-79.3811625
185 Roehampton Ave 507 Toronto,1,1,Condo Apt Apartment,2295,500-599,C10421221,500,599,549.5,Condo Apartment,Apartment,43.7089756,-79.3929623
70 Distillery Lane 805 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9383256,500,599,549.5,Condo Apartment,Apartment,43.6500216,-79.3576928
2525 Bathurst St 402 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9386046,500,599,549.5,Condo Apartment,Apartment,43.7060111,-79.4261084
15 Lower Jarvis St 3004 Toronto,1,1,Condo Apt Apartment,2295,500-599,C10433151,500,599,549.5,Condo Apartment,Apartment,43.6450099,-79.3694682
2525 Bathurst St 408 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9048739,500,599,549.5,Condo Apartment,Apartment,43.7060111,-79.4261084
55 Isabella St 903 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9268781,500,599,549.5,Condo Apartment,Apartment,43.6678006,-79.383118
35 Brian Peck Cres 1411 Toronto,1+1,1,Condo Apt Apartment,2295,600-699,C10441825,600,699,649.5,Condo Apartment,Apartment,43.7143865,-79.3546043
2525 Bathurst St 308 Toronto,1,1,Condo Apt Apartment,2295,500-599,C10404930,500,599,549.5,Condo Apartment,Apartment,43.7060111,-79.4261084
2525 Bathurst St 409 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9512558,500,599,549.5,Condo Apartment,Apartment,43.7060111,-79.4261084
2525 Bathurst St 609 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9512572,500,599,549.5,Condo Apartment,Apartment,43.6400792,-79.4011346
2525 Bathurst St 309 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9387377,500,599,549.5,Condo Apartment,Apartment,43.7060111,-79.4261084
2525 Bathurst St 410 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9510658,500,599,549.5,Condo Apartment,Apartment,43.7060111,-79.4261084
2525 Bathurst St 205 Toronto,1,1,Condo Apt Apartment,2295,500-599,C9512462,500,599,549.5,Condo Apartment,Apartment,43.7060111,-79.4261084
60 Berwick Ave 501 Toronto,1,1,Condo Apt Apartment,2297,500-599,C9387844,500,599,549.5,Condo Apartment,Apartment,43.704213,-79.3997185
105 ISABELLA St 1003 Toronto,1+0,1,Condo Apt Other,2297,600-699,C9767527,600,699,649.5,Condo Apartment,Other,43.6680708,-79.3802746
325 Yorkland Blvd 1905 Toronto,1,1,Condo Apt Apartment,2297,500-599,C9768902,500,599,549.5,Condo Apartment,Apartment,43.7741115,-79.3332892
10 Gibbs Rd 903 Toronto,1,1,Condo Apt Apartment,2299,500-599,W10416520,500,599,549.5,Condo Apartment,Apartment,43.6386384,-79.5582565
20 Bruyeres Mews 1602 Toronto,1,1,Condo Apt Apartment,2299,500-599,C9050768,500,599,549.5,Condo Apartment,Apartment,43.6373046,-79.4004642
840 Queens Plate Dr 312 Toronto,1+1,2,Condo Apt Apartment,2299,600-699,W9382612,600,699,649.5,Condo Apartment,Apartment,43.7224736,-79.597787
321 KING St W 2705 Toronto,1,1,Condo Apt Apartment,2299,500-599,C10426893,500,599,549.5,Condo Apartment,Apartment,43.6462079,-79.3908327
2 Ridelle Ave 105 Toronto,1,1,Condo Apt Multi-Level,2299,600-699,C9393690,600,699,649.5,Condo Apartment,Multi-Level,43.7072884,-79.4273019
7 Concorde Pl 1409 Toronto,1+1,1,Condo Apt Apartment,2299,600-699,C9419220,600,699,649.5,Condo Apartment,Apartment,43.730669,-79.3272996
88 Harbour St 4602 Toronto,1,1,Condo Apt Apartment,2300,0-499,C10423893,0,499,249.5,Condo Apartment,Apartment,43.6419466,-79.3790699
83 Borough Dr 1204 Toronto,1,1,Condo Apt Apartment,2300,600-699,E10427925,600,699,649.5,Condo Apartment,Apartment,43.7726205,-79.2617053
16 Bonnycastle St 1507 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10402723,500,599,549.5,Condo Apartment,Apartment,43.6458857,-79.364435
56 Forest Manor Rd 2808 Toronto,1+1,1,Condo Apt Apartment,2300,0-499,C10431115,0,499,249.5,Condo Apartment,Apartment,43.7723652,-79.3445747
650 King St W 404 Toronto,1,1,Condo Apt Apartment,2300,0-499,C9382813,0,499,249.5,Condo Apartment,Apartment,43.6496646,-79.3759644
290 Adelaide St W 1102 Toronto,1,1,Condo Apt Apartment,2300,0-499,C9365966,0,499,249.5,Condo Apartment,Apartment,43.647876,-79.390598
575 Bloor St E 601 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10421474,500,599,549.5,Condo Apartment,Apartment,43.6719626,-79.3708425
435 Richmond St W 812 Toronto,1,1,Condo Apt Apartment,2300,500-599,C9508079,500,599,549.5,Condo Apartment,Apartment,43.6477136,-79.3969898
50 Ordnance St 3206 Toronto,1,1,Condo Apt Apartment,2300,0-499,C9394640,0,499,249.5,Condo Apartment,Apartment,43.639732,-79.4096397
34 Carscadden Dr 611 Toronto,1,1,Other Apartment,2300,700-799,C9419421,700,799,749.5,Other,Apartment,43.7657548,-79.4437097
33 Frederick Todd Way 201 Toronto,1+1,1,Condo Apt Apartment,2300,600-699,C10415964,600,699,649.5,Condo Apartment,Apartment,43.70011,-79.4163
10 Graphophone Grve 904 Toronto,1+1,1,Condo Apt Apartment,2300,500-599,W10408019,500,599,549.5,Condo Apartment,Apartment,43.70011,-79.4163
650 Queens Quay W 305 Toronto,1,1,Condo Apt Apartment,2300,600-699,C9513412,600,699,649.5,Condo Apartment,Apartment,43.6355609,-79.3989298
5 St Joseph St 1904 Toronto,1,1,Condo Apt Apartment,2300,600-699,C10430609,600,699,649.5,Condo Apartment,Apartment,43.6659141,-79.385163
83 Borough Dr 801 Toronto,1,1,Condo Apt Apartment,2300,600-699,E10288485,600,699,649.5,Condo Apartment,Apartment,43.7726205,-79.2617053
3 Pemberton Ave 905 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10416302,500,599,549.5,Condo Apartment,Apartment,43.7804692,-79.4137437
219 Dundas St E 1506 Toronto,1+1,1,Condo Apt Apartment,2300,500-599,C9378001,500,599,549.5,Condo Apartment,Apartment,43.657314,-79.373234
210 Simcoe St 502 Toronto,1,1,Condo Apt Apartment,2300,500-599,C9374307,500,599,549.5,Condo Apartment,Apartment,43.652504,-79.388429
60 Berwick Ave 606 Toronto,1,1,Comm Element Condo Apartment,2300,0-499,C9512860,0,499,249.5,Common Element Condo,Apartment,43.704213,-79.3997185
120 Parliament St 1104 Toronto,1+1,1,Condo Apt Apartment,2300,500-599,C9378989,500,599,549.5,Condo Apartment,Apartment,43.6539987,-79.3639077
770 Bay St 1508 Toronto,1,1,Condo Apt Apartment,2300,500-599,C9771211,500,599,549.5,Condo Apartment,Apartment,43.6601139,-79.3858466
209 Fort York Blvd 767 Toronto,1,1,Condo Apt Apartment,2300,0-499,C10418044,0,499,249.5,Condo Apartment,Apartment,43.637063,-79.4045294
2373 Bloor St W 16 Toronto,1,1,Condo Apt Apartment,2300,0-499,W8075050,0,499,249.5,Condo Apartment,Apartment,43.6496142,-79.483776
8 York St 2904 Toronto,1,1,Comm Element Condo Apartment,2300,500-599,C10441468,500,599,549.5,Common Element Condo,Apartment,43.6405606,-79.3809863
130 River St 2605 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10845342,500,599,549.5,Condo Apartment,Apartment,43.6613192,-79.3583924
88 Cumberland St 1607 Toronto,1,1,Condo Apt Apartment,2300,0-499,C9383746,0,499,249.5,Condo Apartment,Apartment,43.6704955,-79.390541
19 Singer Crt 511 Toronto,1,1,Condo Apt Apartment,2300,500-599,C9397282,500,599,549.5,Condo Apartment,Apartment,43.7695026,-79.3708357
1100 Sheppard Ave W 1128 Toronto,1+1,1,Condo Apt Apartment,2300,500-599,W9391070,500,599,549.5,Condo Apartment,Apartment,43.7519258,-79.4668858
88 Sheppard Ave E 403 Toronto,1,1,Condo Apt Apartment,2300,500-599,C9392329,500,599,549.5,Condo Apartment,Apartment,43.7639109,-79.407017
55 Charles St E 2511 Toronto,1+0,1,Condo Apt Apartment,2300,0-499,C10744094,0,499,249.5,Condo Apartment,Apartment,43.6690628,-79.3836494
5 St Joseph St 1404 Toronto,1,1,Condo Apt Apartment,2300,600-699,C9268229,600,699,649.5,Condo Apartment,Apartment,43.6659141,-79.385163
275 Yorkland Rd 309 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10415586,500,599,549.5,Condo Apartment,Apartment,43.7748192,-79.3369898
25 Richmond St E 3114 Toronto,1,1,Condo Apt Apartment,2300,0-499,C10403242,0,499,249.5,Condo Apartment,Apartment,43.651897,-79.377577
100 Harbour St 2207 Toronto,1,1,Condo Apt Apartment,2300,0-499,C10424516,0,499,249.5,Condo Apartment,Apartment,43.6418413,-79.3796207
36 Forest Manor Rd 317 Toronto,1,1,Condo Apt Apartment,2300,600-699,C10228061,600,699,649.5,Condo Apartment,Apartment,43.7716451,-79.3444525
18 Maitland Terr 1610 Toronto,1+1,1,Condo Apt Apartment,2300,500-599,C10440792,500,599,549.5,Condo Apartment,Apartment,43.6640455,-79.3835067
270 Dufferin St 201 Toronto,1,1,Comm Element Condo Apartment,2300,0-499,W10441767,0,499,249.5,Common Element Condo,Apartment,43.6385984,-79.4274086
210 Victoria St 3512 Toronto,1,1,Condo Apt Apartment,2300,600-699,C10421095,600,699,649.5,Condo Apartment,Apartment,43.6494316,-79.3767342
10 Graphophone Grve 2304 Toronto,1+1,4,Condo Apt 2-Storey,2300,500-599,W9513471,500,599,549.5,Condo Apartment,2-Storey,-32.9003,151.7497
138 Downes St 2015 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10405299,500,599,549.5,Condo Apartment,Apartment,43.6442233,-79.3713317
85 Wood St 4115 Toronto,1,1,Condo Apt Apartment,2300,0-499,C10406966,0,499,249.5,Condo Apartment,Apartment,43.6629385,-79.3786532
200 Victoria St 1010 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10354802,500,599,549.5,Condo Apartment,Apartment,43.6544296,-79.379164
3091 Dufferin St 514 Toronto,1,1,Condo Apt Apartment,2300,500-599,W10420601,500,599,549.5,Condo Apartment,Apartment,43.7147748,-79.4547053
1171 Queen St W 1403 Toronto,1,1,Condo Apt Apartment,2300,500-599,C10414702,500,599,549.5,Condo Apartment,Apartment,43.642622,-79.4259892
585 Bloor St E 621 Toronto,1+1,2,Condo Apt Apartment,2300,600-699,C9378867,600,699,649.5,Condo Apartment,Apartment,43.6721871,-79.3736991
10 Graphophone Grve 802 Toronto,1,1,Condo Apt Apartment,2300,500-599,W9269443,500,599,549.5,Condo Apartment,Apartment,43.70011,-79.4163
955 Bay St 622 Toronto,1+1,1,Condo Apt Apartment,2300,600-699,C9372472,600,699,649.5,Condo Apartment,Apartment,-33.0090271,151.5947431
35 Bales Ave 609 Toronto,1,1,Condo Apt Apartment,2300,600-699,C10432344,600,699,649.5,Condo Apartment,Apartment,43.7590936,-79.4090345
501 Yonge St 1003 Toronto,1+1,1,Condo Apt Apartment,2300,0-499,C10744183,0,499,249.5,Condo Apartment,Apartment,43.6630984,-79.3835938
395 Bloor St E 4409 Toronto,1,1,Condo Apt Apartment,2300,0-499,C9417806,0,499,249.5,Condo Apartment,Apartment,43.6720526,-79.3776575
460 Adelaide St E 2101 Toronto,1,1,Condo Apt Apartment,2300,600-699,C9284014,600,699,649.5,Condo Apartment,Apartment,54.660979,-1.6760831
